clone,replicate,LID,TID,track.duration,track.length,meandering.index,euclidean.distance,mean.speed,track.present.at.start.or.end,track.never.divides,cell.line,tracking.id,lineage.id,n_frames,start_frame,total_path_length,final_displacement,calculated_displacement,lineage_rootcell,left_censored,displacement_equal,lineage_equal
cloneB,2,3,4,1886,316.44,0.055983631,17.71546017,0.167783669,TRUE,FALSE,B2,5515,5515,6,228,23.80255127,17.73641205,17.73641124,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,5,736,148.675,0.050984932,7.580184694,0.202004076,FALSE,FALSE,B2,1840,1840,39,226,200.1219635,164.5087891,164.5087904,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,5,736,148.675,0.050984932,7.580184694,0.202004076,FALSE,FALSE,B2,3782,3782,6,176,68.30274963,7.580969334,7.580969346,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,6,1587,169.952,0.612418839,104.0818065,0.107090107,TRUE,FALSE,B2,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,6,1587,169.952,0.612418839,104.0818065,0.107090107,TRUE,FALSE,B2,1386,1386,38,53,210.0059357,103.9912643,103.9912619,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,7,1587,292.777,0.18124736,53.06505835,0.184484562,TRUE,FALSE,B2,1760,1760,39,214,303.2902527,156.5107727,156.5107749,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,7,1587,292.777,0.18124736,53.06505835,0.184484562,TRUE,FALSE,B2,4581,4581,5,200,54.48494339,53.03536987,53.03537161,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,1,575,210.781,0.335060917,70.62447514,0.366575652,TRUE,FALSE,B2,1255,1255,30,161,271.0300903,201.6960449,201.6960455,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,1,575,210.781,0.335060917,70.62447514,0.366575652,TRUE,FALSE,B2,1856,1856,14,79,116.7500076,70.68629456,70.68629353,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,2,1426,393.661,0.337136003,132.7172963,0.276059607,FALSE,FALSE,B2,1417,1417,45,176,450.4717712,289.2044983,289.2045024,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,2,1426,393.661,0.337136003,132.7172963,0.276059607,FALSE,FALSE,B2,5931,5931,20,240,143.6103363,132.8361053,132.8361081,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,3,1288,318.255,0.141612498,45.0688857,0.247092391,FALSE,FALSE,B2,1760,1760,39,214,303.2902527,156.5107727,156.5107749,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,3,1288,318.255,0.141612498,45.0688857,0.247092391,FALSE,FALSE,B2,6515,6515,5,255,59.57361221,45.03217697,45.03217772,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,4,3105,627.598,0.199382355,125.1319675,0.20212496,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,4,3105,627.598,0.199382355,125.1319675,0.20212496,FALSE,FALSE,B2,3516,3516,29,165,157.6437988,124.7152405,124.7152441,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,5,2438,478.466,0.141730209,67.81308636,0.196253486,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,5,2438,478.466,0.141730209,67.81308636,0.196253486,FALSE,FALSE,B2,923,923,49,34,299.3524475,67.60063171,67.60063054,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,6,2392,486.147,0.067209553,32.67372244,0.203238712,FALSE,FALSE,B2,1679,1679,36,205,386.3908386,257.0051575,257.0051475,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,6,2392,486.147,0.067209553,32.67372244,0.203238712,FALSE,FALSE,B2,1999,1999,6,89,35.65706635,32.66423416,32.66423388,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,7,2484,425.734,0.287844465,122.5451755,0.171390499,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,7,2484,425.734,0.287844465,122.5451755,0.171390499,FALSE,FALSE,B2,3676,3676,19,171,183.0992737,122.5695877,122.5695873,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,8,874,162.645,0.334665494,54.43166935,0.186092677,TRUE,FALSE,B2,1473,1473,71,184,283.3168335,254.8101196,254.8101174,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,8,874,162.645,0.334665494,54.43166935,0.186092677,TRUE,FALSE,B2,6495,6495,7,255,108.1575928,54.4325943,54.43259455,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,9,874,153.361,0.61703336,94.62885305,0.175470252,TRUE,FALSE,B2,1144,1144,101,149,493.4305115,374.3514709,374.3514736,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,9,874,153.361,0.61703336,94.62885305,0.175470252,TRUE,FALSE,B2,152,152,7,4,193.1373749,94.66114807,94.66115007,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,10,1518,384.749,0.100583466,38.69938792,0.253457839,FALSE,FALSE,B2,885,885,110,121,468.0360107,418.9890747,418.9890644,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,10,1518,384.749,0.100583466,38.69938792,0.253457839,FALSE,FALSE,B2,4276,4276,26,192,226.969101,38.72686386,38.72686272,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,11,943,193.389,0.311470464,60.23496161,0.205078473,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,11,943,193.389,0.311470464,60.23496161,0.205078473,FALSE,FALSE,B2,6298,6298,9,249,167.569931,60.18392181,60.18392103,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,12,1127,295.647,0.404326851,119.5380205,0.262330967,FALSE,FALSE,B2,1818,1818,25,223,145.1620636,113.4540329,113.4540307,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,12,1127,295.647,0.404326851,119.5380205,0.262330967,FALSE,FALSE,B2,4859,4859,26,210,180.9091797,119.6839066,119.6839097,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,13,1725,424.611,0.125195884,53.15954971,0.246151304,TRUE,FALSE,B2,1790,1790,4,218,38.75410843,26.08480644,26.08480738,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,13,1725,424.611,0.125195884,53.15954971,0.246151304,TRUE,FALSE,B2,1760,1760,45,73,280.3467407,53.2070961,53.20709732,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,14,1610,451.702,0.291727319,131.7738134,0.280560248,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,14,1610,451.702,0.291727319,131.7738134,0.280560248,FALSE,FALSE,B2,3310,3310,47,157,279.8130798,130.9967194,130.9967132,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,15,1610,381.927,0.386199167,147.4998894,0.237221739,FALSE,FALSE,B2,1161,1161,31,151,549.7615967,427.7492981,427.749289,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,15,1610,381.927,0.386199167,147.4998894,0.237221739,FALSE,FALSE,B2,3626,3626,44,169,400.2655945,145.8015747,145.8015707,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,16,598,131.393,0.23571964,30.97191064,0.219720736,FALSE,FALSE,B2,1430,1430,6,186,124.7767181,83.94595337,45.89092196,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,16,598,131.393,0.23571964,30.97191064,0.219720736,FALSE,FALSE,B2,3381,3381,19,160,75.2337265,31.00046921,31.00046941,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,17,598,138.469,0.642930419,89.02593215,0.231553512,FALSE,FALSE,B2,1285,1285,19,163,199.5624237,187.1869812,187.1869746,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,17,598,138.469,0.642930419,89.02593215,0.231553512,FALSE,FALSE,B2,4389,4389,32,195,204.1862335,88.94195557,88.9419545,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,18,552,77.391,0.610638136,47.25789595,0.140201087,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,18,552,77.391,0.610638136,47.25789595,0.140201087,FALSE,FALSE,B2,6171,6171,5,246,49.65460587,47.28868103,47.28867966,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,19,552,140.48,0.689024574,96.79417212,0.254492754,FALSE,FALSE,B2,1144,1144,101,149,493.4305115,374.3514709,374.3514736,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,19,552,140.48,0.689024574,96.79417212,0.254492754,FALSE,FALSE,B2,4348,4348,25,193,251.7965546,97.27817535,97.27817519,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,1,3013,527.904,0.027246112,14.38333126,0.175208762,TRUE,FALSE,B2,1241,1241,38,160,366.4320984,317.5777283,317.5777425,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,1,3013,527.904,0.027246112,14.38333126,0.175208762,TRUE,FALSE,B2,3789,3789,7,176,31.07419586,14.42707062,14.42707063,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,2,1656,536.719,0.442514196,237.5057769,0.324105676,FALSE,FALSE,B2,1840,1840,39,226,200.1219635,164.5087891,164.5087904,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,2,1656,536.719,0.442514196,237.5057769,0.324105676,FALSE,FALSE,B2,1444,1444,35,56,262.3966675,236.3994904,236.399496,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,3,2806,877.302,0.322485443,282.9171244,0.312652174,FALSE,FALSE,B2,997,997,35,132,316.3647766,202.3176727,202.3176686,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,3,2806,877.302,0.322485443,282.9171244,0.312652174,FALSE,FALSE,B2,3972,3972,56,183,396.836853,282.8839722,282.883961,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,4,1334,378.575,0.181263606,68.62186969,0.283789355,TRUE,FALSE,B2,676,676,28,93,207.078186,186.7942505,186.7942516,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,4,1334,378.575,0.181263606,68.62186969,0.283789355,TRUE,FALSE,B2,5690,5690,30,234,140.2507019,68.72034454,68.72034542,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,5,1334,349.457,0.403652091,141.0590488,0.261961769,TRUE,FALSE,B2,1392,1392,55,174,686.3935547,326.684967,326.6849763,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,5,1334,349.457,0.403652091,141.0590488,0.261961769,TRUE,FALSE,B2,4506,4506,43,198,253.0079193,140.5182343,140.5182288,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,6,184,20.088,0.524780092,10.54178249,0.109173913,TRUE,FALSE,B2,384,384,34,58,314.9540405,207.5753784,207.5753776,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,6,184,20.088,0.524780092,10.54178249,0.109173913,TRUE,FALSE,B2,2606,2606,3,124,19.55090332,10.53136444,10.53136447,FALSE,TRUE,FALSE,TRUE
cloneA,1,5,7,184,50.382,0.923568782,46.53124236,0.273815217,TRUE,FALSE,B2,317,317,9,48,72.72235107,46.99850464,46.9985034,FALSE,TRUE,FALSE,TRUE
cloneB,2,5,7,184,50.382,0.923568782,46.53124236,0.273815217,TRUE,FALSE,B2,2710,2710,45,128,281.2084351,46.60715103,46.60715081,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,1,0,0,,0,,TRUE,FALSE,B2,2063,2063,6,250,98.56898499,96.42192078,96.4219233,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,1,0,0,,0,,TRUE,FALSE,B2,2,2,1,1,0,0,0,TRUE,FALSE,TRUE,TRUE
cloneA,1,6,2,2139,462.828,0.097587177,45.16607808,0.216375877,FALSE,FALSE,B2,885,885,110,121,468.0360107,418.9890747,418.9890644,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,2,2139,462.828,0.097587177,45.16607808,0.216375877,FALSE,FALSE,B2,6515,6515,5,255,59.57361221,45.03217697,45.03217772,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,3,1863,400.609,0.226100501,90.57789559,0.215034353,FALSE,FALSE,B2,1241,1241,38,160,366.4320984,317.5777283,317.5777425,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,3,1863,400.609,0.226100501,90.57789559,0.215034353,FALSE,FALSE,B2,5301,5301,11,224,105.8868027,90.70438385,90.70438701,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,4,1564,422.605,0.204254875,86.31913141,0.270207801,FALSE,FALSE,B2,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,4,1564,422.605,0.204254875,86.31913141,0.270207801,FALSE,FALSE,B2,4704,4704,13,205,102.7731018,86.29106903,86.29107243,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,5,2185,625.395,0.131006329,81.93070332,0.286221968,FALSE,FALSE,B2,885,885,110,121,468.0360107,418.9890747,418.9890644,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,5,2185,625.395,0.131006329,81.93070332,0.286221968,FALSE,FALSE,B2,40,40,31,2,278.8362427,81.65911865,73.89798361,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,6,1794,474.864,0.213905921,101.5762213,0.264695652,FALSE,FALSE,B2,895,895,137,121,668.2682495,300.6270142,300.627008,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,6,1794,474.864,0.213905921,101.5762213,0.264695652,FALSE,FALSE,B2,1974,1974,25,87,120.5133972,101.6376266,101.6376253,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,7,1564,473.92,0.277752392,131.6324135,0.303017903,FALSE,FALSE,B2,1271,1271,76,162,608.9274292,266.0681152,266.0681039,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,7,1564,473.92,0.277752392,131.6324135,0.303017903,FALSE,FALSE,B2,3310,3310,47,157,279.8130798,130.9967194,130.9967132,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,8,2116,695.252,0.241886431,168.172025,0.328568998,FALSE,FALSE,B2,3961,3961,30,183,199.1476288,166.6829071,166.6829066,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,9,2208,617.138,0.279184804,172.2955513,0.279500906,FALSE,FALSE,B2,4712,4712,45,205,242.1464996,171.193924,171.193927,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,10,1633,369.921,0.250327221,92.60129602,0.226528475,FALSE,FALSE,B2,5059,5059,40,216,217.0987701,92.51101685,92.51101518,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,11,1633,442.46,0.421609502,186.5453403,0.270949173,FALSE,FALSE,B2,677,677,76,24,489.6821289,187.026825,187.0268187,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,12,2346,453.835,0.329896797,149.718713,0.193450554,TRUE,FALSE,B2,5941,5941,21,240,177.6319427,149.6934204,149.6934238,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,13,2093,512.367,0.173540853,88.91660635,0.244800287,FALSE,FALSE,B2,4389,4389,32,195,204.1862335,88.94195557,88.9419545,FALSE,TRUE,FALSE,TRUE
